id,report_type_metric_id,sub_metric_id,order_id,created_by,"created_at",updated_by,"updated_at",deleted_by,"deleted_at"
419,132,23,2,13,"2011-12-01 15:11:27",13,"2011-12-01 15:11:27",NULL,NULL
420,133,24,0,13,"2011-12-01 15:11:27",13,"2011-12-01 15:11:27",NULL,NULL
421,133,25,1,13,"2011-12-01 15:11:28",13,"2011-12-01 15:11:28",NULL,NULL
422,133,26,2,13,"2011-12-01 15:11:28",13,"2011-12-01 15:11:28",NULL,NULL
423,134,1,0,5,"2012-03-21 10:54:43",5,"2012-03-21 10:54:43",NULL,NULL
424,134,2,1,5,"2012-03-21 10:54:43",5,"2012-03-21 10:54:43",NULL,NULL
425,134,3,2,5,"2012-03-21 10:54:43",5,"2012-03-21 10:54:43",NULL,NULL
426,134,4,3,5,"2012-03-21 10:54:43",5,"2012-03-21 10:54:43",NULL,NULL
427,134,5,4,5,"2012-03-21 10:54:43",5,"2012-03-21 10:54:43",NULL,NULL
428,135,6,0,5,"2012-03-21 10:54:43",5,"2012-03-21 10:54:43",NULL,NULL
429,135,7,1,5,"2012-03-21 10:54:43",5,"2012-03-21 10:54:43",NULL,NULL
430,135,8,2,5,"2012-03-21 10:54:43",5,"2012-03-21 10:54:43",NULL,NULL
431,135,9,3,5,"2012-03-21 10:54:43",5,"2012-03-21 10:54:43",NULL,NULL
432,136,10,0,5,"2012-03-21 10:54:43",5,"2012-03-21 10:54:43",NULL,NULL
433,137,11,0,5,"2012-03-21 10:54:43",5,"2012-03-21 10:54:43",NULL,NULL
434,137,12,1,5,"2012-03-21 10:54:43",5,"2012-03-21 10:54:43",NULL,NULL
435,137,13,2,5,"2012-03-21 10:54:43",5,"2012-03-21 10:54:43",NULL,NULL
436,138,14,0,5,"2012-03-21 10:54:43",5,"2012-03-21 10:54:43",NULL,NULL
437,138,15,1,5,"2012-03-21 10:54:43",5,"2012-03-21 10:54:43",NULL,NULL
438,138,16,2,5,"2012-03-21 10:54:43",5,"2012-03-21 10:54:43",NULL,NULL
439,139,17,0,5,"2012-03-21 10:54:43",5,"2012-03-21 10:54:43",NULL,NULL
440,139,18,1,5,"2012-03-21 10:54:44",5,"2012-03-21 10:54:44",NULL,NULL
441,139,19,2,5,"2012-03-21 10:54:44",5,"2012-03-21 10:54:44",NULL,NULL
442,139,20,3,5,"2012-03-21 10:54:44",5,"2012-03-21 10:54:44",NULL,NULL
443,140,21,0,5,"2012-03-21 10:54:44",5,"2012-03-21 10:54:44",NULL,NULL
444,140,22,1,5,"2012-03-21 10:54:44",5,"2012-03-21 10:54:44",NULL,NULL
445,140,23,2,5,"2012-03-21 10:54:44",5,"2012-03-21 10:54:44",NULL,NULL
446,141,24,0,5,"2012-03-21 10:54:44",5,"2012-03-21 10:54:44",NULL,NULL
447,141,25,1,5,"2012-03-21 10:54:44",5,"2012-03-21 10:54:44",NULL,NULL
448,141,26,2,5,"2012-03-21 10:54:44",5,"2012-03-21 10:54:44",NULL,NULL
449,142,1,0,13,"2012-11-12 22:10:33",13,"2012-11-12 22:10:33",NULL,NULL
450,142,2,1,13,"2012-11-12 22:10:33",13,"2012-11-12 22:10:33",NULL,NULL
451,142,3,2,13,"2012-11-12 22:10:33",13,"2012-11-12 22:10:33",NULL,NULL
452,142,4,3,13,"2012-11-12 22:10:33",13,"2012-11-12 22:10:33",NULL,NULL
453,142,5,4,13,"2012-11-12 22:10:33",13,"2012-11-12 22:10:33",NULL,NULL
454,143,6,0,13,"2012-11-12 22:10:34",13,"2012-11-12 22:10:34",NULL,NULL
455,143,7,1,13,"2012-11-12 22:10:34",13,"2012-11-12 22:10:34",NULL,NULL
456,143,8,2,13,"2012-11-12 22:10:34",13,"2012-11-12 22:10:34",NULL,NULL
457,143,9,3,13,"2012-11-12 22:10:34",13,"2012-11-12 22:10:34",NULL,NULL
458,144,10,0,13,"2012-11-12 22:10:34",13,"2012-11-12 22:10:34",NULL,NULL
459,145,11,0,13,"2012-11-12 22:10:34",13,"2012-11-12 22:10:34",NULL,NULL
460,145,12,1,13,"2012-11-12 22:10:34",13,"2012-11-12 22:10:34",NULL,NULL
461,145,13,2,13,"2012-11-12 22:10:34",13,"2012-11-12 22:10:34",NULL,NULL
462,146,14,0,13,"2012-11-12 22:10:34",13,"2012-11-12 22:10:34",NULL,NULL
463,146,15,1,13,"2012-11-12 22:10:34",13,"2012-11-12 22:10:34",NULL,NULL
464,146,16,2,13,"2012-11-12 22:10:34",13,"2012-11-12 22:10:34",NULL,NULL
465,147,17,0,13,"2012-11-12 22:10:34",13,"2012-11-12 22:10:34",NULL,NULL
466,147,18,1,13,"2012-11-12 22:10:34",13,"2012-11-12 22:10:34",NULL,NULL
467,147,19,2,13,"2012-11-12 22:10:34",13,"2012-11-12 22:10:34",NULL,NULL
468,147,20,3,13,"2012-11-12 22:10:34",13,"2012-11-12 22:10:34",NULL,NULL
469,148,21,0,13,"2012-11-12 22:10:34",13,"2012-11-12 22:10:34",NULL,NULL
470,148,22,1,13,"2012-11-12 22:10:34",13,"2012-11-12 22:10:34",NULL,NULL
471,148,23,2,13,"2012-11-12 22:10:34",13,"2012-11-12 22:10:34",NULL,NULL
472,149,24,0,13,"2012-11-12 22:10:34",13,"2012-11-12 22:10:34",NULL,NULL
473,149,25,1,13,"2012-11-12 22:10:34",13,"2012-11-12 22:10:34",NULL,NULL
474,149,26,2,13,"2012-11-12 22:10:34",13,"2012-11-12 22:10:34",NULL,NULL
475,150,1,0,234,"2012-11-28 12:53:33",234,"2012-11-28 12:53:33",NULL,NULL
476,150,2,1,234,"2012-11-28 12:53:33",234,"2012-11-28 12:53:33",NULL,NULL
477,150,3,2,234,"2012-11-28 12:53:33",234,"2012-11-28 12:53:33",NULL,NULL
478,150,4,3,234,"2012-11-28 12:53:33",234,"2012-11-28 12:53:33",NULL,NULL
479,150,5,4,234,"2012-11-28 12:53:33",234,"2012-11-28 12:53:33",NULL,NULL
480,151,6,0,234,"2012-11-28 12:53:33",234,"2012-11-28 12:53:33",NULL,NULL
481,151,7,1,234,"2012-11-28 12:53:33",234,"2012-11-28 12:53:33",NULL,NULL
482,151,8,2,234,"2012-11-28 12:53:33",234,"2012-11-28 12:53:33",NULL,NULL
483,151,9,3,234,"2012-11-28 12:53:33",234,"2012-11-28 12:53:33",NULL,NULL
484,152,10,0,234,"2012-11-28 12:53:33",234,"2012-11-28 12:53:33",NULL,NULL
485,153,11,0,234,"2012-11-28 12:53:33",234,"2012-11-28 12:53:33",NULL,NULL
486,153,12,1,234,"2012-11-28 12:53:33",234,"2012-11-28 12:53:33",NULL,NULL
487,153,13,2,234,"2012-11-28 12:53:33",234,"2012-11-28 12:53:33",NULL,NULL
488,154,14,0,234,"2012-11-28 12:53:33",234,"2012-11-28 12:53:33",NULL,NULL
489,154,15,1,234,"2012-11-28 12:53:33",234,"2012-11-28 12:53:33",NULL,NULL
490,154,16,2,234,"2012-11-28 12:53:33",234,"2012-11-28 12:53:33",NULL,NULL
491,155,17,0,234,"2012-11-28 12:53:33",234,"2012-11-28 12:53:33",NULL,NULL
492,155,18,1,234,"2012-11-28 12:53:33",234,"2012-11-28 12:53:33",NULL,NULL
493,155,19,2,234,"2012-11-28 12:53:33",234,"2012-11-28 12:53:33",NULL,NULL
494,155,20,3,234,"2012-11-28 12:53:33",234,"2012-11-28 12:53:33",NULL,NULL
495,156,21,0,234,"2012-11-28 12:53:33",234,"2012-11-28 12:53:33",NULL,NULL
496,156,22,1,234,"2012-11-28 12:53:34",234,"2012-11-28 12:53:34",NULL,NULL
497,156,23,2,234,"2012-11-28 12:53:34",234,"2012-11-28 12:53:34",NULL,NULL
498,157,24,0,234,"2012-11-28 12:53:34",234,"2012-11-28 12:53:34",NULL,NULL
499,157,25,1,234,"2012-11-28 12:53:34",234,"2012-11-28 12:53:34",NULL,NULL
500,157,26,2,234,"2012-11-28 12:53:34",234,"2012-11-28 12:53:34",NULL,NULL
501,158,1,0,13,"2013-01-28 13:41:18",13,"2013-01-28 13:41:18",NULL,NULL
502,158,4,0,13,"2013-01-28 13:41:52",13,"2013-01-28 13:41:52",NULL,NULL
