ReportTagId,TagName,Deleted,DateCreated,WhoCreated,DateUpdated,WhoUpdated,DateDeleted,WhoDeleted,MigrationId
436,contact FAQs or weblinks,0,2013-10-17 13:29:25.943,8465,NULL,NULL,NULL,NULL,502
437,user comments,0,2013-10-17 13:29:26.290,8465,NULL,NULL,NULL,NULL,503
438,mash-ups,0,2013-10-17 13:29:26.630,8465,NULL,NULL,NULL,NULL,504
439,CSR tables,0,2013-10-17 13:29:26.850,8465,NULL,NULL,NULL,NULL,505
440,home page well managed,0,2013-10-17 13:29:27.063,8465,NULL,NULL,NULL,NULL,506
441,webcast Q & As,0,2013-10-17 13:29:27.280,8465,NULL,NULL,NULL,NULL,507
442,investor apps,0,2013-10-17 13:29:27.490,8465,NULL,NULL,NULL,NULL,508
443,Non-Flickr image sharing,0,2013-10-17 13:29:27.757,8465,NULL,NULL,NULL,NULL,509
444,content sharing,0,2013-10-17 13:29:27.957,8465,NULL,NULL,NULL,NULL,510
445,integrated report,0,2013-10-17 13:29:28.433,8465,NULL,NULL,NULL,NULL,511
446,Good investor contacts,0,2013-10-17 13:29:29.293,8465,NULL,NULL,NULL,NULL,512
447,Company information app,0,2013-10-17 13:29:29.503,8465,NULL,NULL,NULL,NULL,513
448,corporate information app,0,2013-10-17 13:29:29.660,8465,NULL,NULL,NULL,NULL,514

(220 row(s) affected)

